fixture_id,date,stage,group,home_team,away_team,home_goals,away_goals,winner,status
537332,2026-06-25T01:00:00Z,GROUP_STAGE,GROUP_A,South Africa,South Korea,1.0,0.0,HOME_TEAM,FINISHED
537355,2026-06-25T20:00:00Z,GROUP_STAGE,GROUP_E,Ecuador,Germany,2.0,1.0,HOME_TEAM,FINISHED
537356,2026-06-25T20:00:00Z,GROUP_STAGE,GROUP_E,Curaçao,Ivory Coast,0.0,2.0,AWAY_TEAM,FINISHED
537361,2026-06-25T23:00:00Z,GROUP_STAGE,GROUP_F,Tunisia,Netherlands,1.0,3.0,AWAY_TEAM,FINISHED
537362,2026-06-25T23:00:00Z,GROUP_STAGE,GROUP_F,Japan,Sweden,1.0,1.0,DRAW,FINISHED
537349,2026-06-26T02:00:00Z,GROUP_STAGE,GROUP_D,Turkey,United States,3.0,2.0,HOME_TEAM,FINISHED
537350,2026-06-26T02:00:00Z,GROUP_STAGE,GROUP_D,Paraguay,Australia,0.0,0.0,DRAW,FINISHED
537395,2026-06-26T19:00:00Z,GROUP_STAGE,GROUP_I,Norway,France,1.0,4.0,AWAY_TEAM,FINISHED
537396,2026-06-26T19:00:00Z,GROUP_STAGE,GROUP_I,Senegal,Iraq,5.0,0.0,HOME_TEAM,FINISHED
537373,2026-06-27T00:00:00Z,GROUP_STAGE,GROUP_H,Uruguay,Spain,0.0,1.0,AWAY_TEAM,FINISHED
537374,2026-06-27T00:00:00Z,GROUP_STAGE,GROUP_H,Cape Verde Islands,Saudi Arabia,0.0,0.0,DRAW,FINISHED
537367,2026-06-27T03:00:00Z,GROUP_STAGE,GROUP_G,New Zealand,Belgium,1.0,5.0,AWAY_TEAM,FINISHED
537368,2026-06-27T03:00:00Z,GROUP_STAGE,GROUP_G,Egypt,Iran,1.0,1.0,DRAW,FINISHED
537413,2026-06-27T21:00:00Z,GROUP_STAGE,GROUP_L,Panama,England,0.0,2.0,AWAY_TEAM,FINISHED
537414,2026-06-27T21:00:00Z,GROUP_STAGE,GROUP_L,Croatia,Ghana,2.0,1.0,HOME_TEAM,FINISHED
537407,2026-06-27T23:30:00Z,GROUP_STAGE,GROUP_K,Colombia,Portugal,0.0,0.0,DRAW,FINISHED
537408,2026-06-27T23:30:00Z,GROUP_STAGE,GROUP_K,Congo DR,Uzbekistan,3.0,1.0,HOME_TEAM,FINISHED
537401,2026-06-28T02:00:00Z,GROUP_STAGE,GROUP_J,Jordan,Argentina,1.0,3.0,AWAY_TEAM,FINISHED
537402,2026-06-28T02:00:00Z,GROUP_STAGE,GROUP_J,Algeria,Austria,3.0,3.0,DRAW,FINISHED
537417,2026-06-28T19:00:00Z,LAST_32,,South Africa,Canada,0.0,1.0,AWAY_TEAM,FINISHED
537423,2026-06-29T17:00:00Z,LAST_32,,Brazil,Japan,,,,TIMED
537415,2026-06-29T20:30:00Z,LAST_32,,Germany,Paraguay,,,,TIMED
537418,2026-06-30T01:00:00Z,LAST_32,,Netherlands,Morocco,,,,TIMED
537424,2026-06-30T17:00:00Z,LAST_32,,Ivory Coast,Norway,,,,TIMED
537416,2026-06-30T21:00:00Z,LAST_32,,France,Sweden,,,,TIMED
537425,2026-07-01T01:00:00Z,LAST_32,,Mexico,Ecuador,,,,TIMED
537426,2026-07-01T16:00:00Z,LAST_32,,England,Congo DR,,,,TIMED
537422,2026-07-01T20:00:00Z,LAST_32,,Belgium,Senegal,,,,TIMED
537421,2026-07-02T00:00:00Z,LAST_32,,United States,Bosnia-Herzegovina,,,,TIMED
537420,2026-07-02T19:00:00Z,LAST_32,,Spain,Austria,,,,TIMED
537419,2026-07-02T23:00:00Z,LAST_32,,Portugal,Croatia,,,,TIMED
537429,2026-07-03T03:00:00Z,LAST_32,,Switzerland,Algeria,,,,TIMED
537428,2026-07-03T18:00:00Z,LAST_32,,Australia,Egypt,,,,TIMED
537427,2026-07-03T22:00:00Z,LAST_32,,Argentina,Cape Verde Islands,,,,TIMED
537430,2026-07-04T01:30:00Z,LAST_32,,Colombia,Ghana,,,,TIMED
537376,2026-07-04T17:00:00Z,LAST_16,,Canada,,,,,TIMED
537375,2026-07-04T21:00:00Z,LAST_16,,,,,,,TIMED
537377,2026-07-05T20:00:00Z,LAST_16,,,,,,,TIMED
537378,2026-07-06T00:00:00Z,LAST_16,,,,,,,TIMED
537379,2026-07-06T19:00:00Z,LAST_16,,,,,,,TIMED
537380,2026-07-07T00:00:00Z,LAST_16,,,,,,,TIMED
537381,2026-07-07T16:00:00Z,LAST_16,,,,,,,TIMED
537382,2026-07-07T20:00:00Z,LAST_16,,,,,,,TIMED
537383,2026-07-09T20:00:00Z,QUARTER_FINALS,,,,,,,TIMED
537384,2026-07-10T19:00:00Z,QUARTER_FINALS,,,,,,,TIMED
537385,2026-07-11T21:00:00Z,QUARTER_FINALS,,,,,,,TIMED
537386,2026-07-12T01:00:00Z,QUARTER_FINALS,,,,,,,TIMED
537387,2026-07-14T19:00:00Z,SEMI_FINALS,,,,,,,TIMED
537388,2026-07-15T19:00:00Z,SEMI_FINALS,,,,,,,TIMED
537389,2026-07-18T21:00:00Z,THIRD_PLACE,,,,,,,TIMED
537390,2026-07-19T19:00:00Z,FINAL,,,,,,,TIMED
